ID_покупателя,Сегмент_товаров,Сегмент_объемов,Сегмент_RFM,Сегмент_ABC,Сегмент_процент_выкупа,Купит_в_течении_30_дней,Потратит_в_течении_30_дней,Страна
17861.0,Бюджетный,Розничный,Лучшие,A,Стандартный,0.9978436949879476,419.44648726106266,united kingdom
14659.0,Бюджетный,Розничный,Лучшие,A,Стандартный,0.997843644385301,354.95099813479726,united kingdom
13658.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978433018117162,288.8234889542086,united kingdom
16983.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978431881854394,323.35626729469726,united kingdom
15950.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978431850584343,253.68256287094488,united kingdom
17725.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978431512678343,586.6304387512214,united kingdom
13426.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978426122596872,525.2064066655878,united kingdom
15811.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.997842586661764,301.72868498502356,united kingdom
15676.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978425686120129,622.5108141897813,united kingdom
12423.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978420234158484,430.2909975498272,belgium
12656.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.997841638733169,466.08092783097726,france
14309.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978414396305447,438.86527893397766,united kingdom
15953.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978403626989927,264.87258989064236,united kingdom
16626.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978397293680933,597.8444049815896,united kingdom
13365.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978394022234929,313.8210363489687,united kingdom
12957.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978391680914639,685.1234011390052,united kingdom
13048.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.997838345596177,310.3341260529179,united kingdom
15628.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978380765528204,509.30251483110436,united kingdom
17449.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978379390966726,353.4861923955334,united kingdom
17705.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978379181929682,275.2512209553671,united kingdom
12727.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978378668136354,499.3924157137751,france
16401.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978378457553874,669.119685360477,united kingdom
13126.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978376710535626,493.89332140563164,united kingdom
15932.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978376037121834,463.46580572016,united kingdom
13890.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978375967033095,269.6290508448263,united kingdom
13999.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978365930775469,619.0878595879615,united kingdom
15484.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978361856781631,622.0617259479463,united kingdom
16942.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978360194206227,317.2754505364515,united kingdom
17629.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978359321532771,440.59281809028863,united kingdom
17434.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978356525876421,470.95600432769197,united kingdom
14493.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.997835568132119,428.3231390013274,united kingdom
12523.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978355003844563,268.3935104396181,france
17463.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978354699222716,327.46601630268844,united kingdom
14189.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978354216623528,809.3311536376339,united kingdom
16592.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978352249488628,669.7522857318854,united kingdom
16240.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978349602554665,483.6685444347768,united kingdom
14388.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.997834743156003,572.0426282960254,united kingdom
16293.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978346704349785,288.4028230840297,united kingdom
15271.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978345551461958,364.28971410003226,united kingdom
16255.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978345019787744,422.29443987037223,united kingdom
17700.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978344837924262,326.02891292789315,united kingdom
15750.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978344484132128,429.34546714159217,united kingdom
18245.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978344318703093,539.9971303312927,united kingdom
17651.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978343430443655,706.9648307700741,united kingdom
18241.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978342674845165,284.13994963195734,united kingdom
13870.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978342187882249,425.32162821420866,united kingdom
17728.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978336612720986,353.1902543017453,united kingdom
13644.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978336354576989,508.41051289895,united kingdom
14907.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978329876081197,526.801268893531,united kingdom
14215.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978329705361042,405.43188224002574,united kingdom
18272.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978329423711493,542.5944742889085,united kingdom
18065.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978329337766622,301.13748732432293,united kingdom
13510.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978328808096458,420.3880029641356,united kingdom
12856.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978327331823758,357.5836811949905,united kingdom
12948.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978327176101472,293.2782457641974,united kingdom
14696.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978322292733836,459.917850380606,united kingdom
12395.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.997832088584069,533.9110580294011,belgium
18219.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978319364800659,276.49665409312655,united kingdom
17954.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978319234327354,533.0961217241992,united kingdom
14290.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978318247007816,277.70250242809414,united kingdom
16143.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978318103478564,285.54902662463644,united kingdom
13704.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978314832856985,462.4431953867389,united kingdom
17593.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978314574423762,670.0134727109601,united kingdom
14121.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.997831425534164,530.3539118778892,united kingdom
13435.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978313615351563,444.03959636558983,united kingdom
15033.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.997831233936682,476.01801508467634,united kingdom
16719.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978310949023694,331.06191717054486,united kingdom
17682.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978307340809293,426.5469016448222,united kingdom
16379.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978306667334901,410.03206944161604,united kingdom
15544.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978304677005897,745.9623983209046,united kingdom
13198.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.997830235730636,672.7107004795116,united kingdom
15594.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978300611421861,275.2834092196512,united kingdom
18044.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978299867955136,294.57632980899973,united kingdom
16818.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978299206001,585.333329277471,united kingdom
16358.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978296847837066,405.8784343845822,united kingdom
17870.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978296427161732,374.276737438797,united kingdom
18097.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978294335379821,424.89830779338956,united kingdom
14132.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978294216662518,662.2719710336792,united kingdom
14334.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978293973146929,520.1489563640052,united kingdom
12935.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978293398681929,466.8074973188015,united kingdom
17491.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978292750809914,451.87445375866554,united kingdom
14401.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978291950023611,690.6589111587532,united kingdom
14291.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978290741836215,695.5205678132816,united kingdom
16407.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,316.119666330482,united kingdom
16458.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,603.096030506751,united kingdom
14418.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,450.03072240419846,united kingdom
15214.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,404.35479151641005,united kingdom
16241.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,486.33810567638545,united kingdom
17530.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,428.31181142148125,united kingdom
18145.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,657.2461135802398,united kingdom
15123.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,399.1948742932934,united kingdom
17827.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,345.9904115563221,united kingdom
12518.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,433.19534709721904,germany
18077.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,413.5734308292872,united kingdom
13507.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,363.132009707045,united kingdom
14554.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,364.0028057613596,united kingdom
18210.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,457.8125474131955,united kingdom
17131.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,297.7743944384975,united kingdom
13994.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,296.2776460035194,united kingdom
14825.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,290.07351797999905,united kingdom
16938.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,328.4758680229688,united kingdom
13471.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,397.2960833551748,united kingdom
14422.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,679.3614298100065,united kingdom
12684.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,434.98487361113473,france
13536.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,567.2021464856739,united kingdom
13571.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,440.7404886788098,united kingdom
15089.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,333.59893634857093,united kingdom
13949.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,546.8802148546424,united kingdom
15531.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,331.35631712077264,united kingdom
12747.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,411.01406363997353,united kingdom
14432.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,481.0800190137901,united kingdom
14262.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,479.8640955139252,united kingdom
12524.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,592.9753113554177,germany
18122.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,384.6004895087367,united kingdom
14250.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,404.494541515315,united kingdom
14506.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,311.6412254415498,united kingdom
12562.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,534.0448164411168,france
15172.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,420.6939612231904,united kingdom
16115.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,337.54901601656303,united kingdom
14730.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,394.6878319792992,united kingdom
14282.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,550.1905374019452,united kingdom
17750.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,647.0237774630532,united kingdom
16426.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,382.7995464251319,united kingdom
15024.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,288.93635516909814,united kingdom
18180.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,441.77202185086156,united kingdom
14653.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,321.13093343739365,united kingdom
12347.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,590.7541451178499,iceland
17293.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,302.68506274617897,united kingdom
16775.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,249.3259338734909,united kingdom
12627.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,685.3705382802077,germany
14759.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,243.60114309084997,united kingdom
17001.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,555.2799721931135,united kingdom
12615.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,406.96000483589074,france
17228.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,372.26828250805374,united kingdom
17685.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,468.52647782842536,united kingdom
14408.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,417.4259004448378,united kingdom
13758.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,453.5226176756548,united kingdom
18283.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,490.5942899515496,united kingdom
17218.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,332.63203177103384,united kingdom
14503.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,536.6187353361893,united kingdom
13196.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9978285246236306,403.69895550783787,united kingdom
16987.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,238.49635863050332,united kingdom
16813.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,433.90210254737235,united kingdom
15572.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9978285246236306,345.7555656843707,united kingdom
17655.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9976161352482751,340.5679232282987,united kingdom
13012.0,Бюджетный,Розничный,Лучшие,B,Стандартный,0.9975525041911566,220.36176719178093,united kingdom
17490.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9975425173728879,345.72414673969234,united kingdom
14410.0,Бюджетный,Розничный,Лучшие,B,Низкий,0.9974604125732419,194.83735337010717,united kingdom
15270.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9974397726022964,340.64626132202875,united kingdom
12381.0,Бюджетный,Розничный,Лучшие,A,Стандартный,0.9974222223952595,271.0621998658788,norway
14560.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9974193960958451,382.80723625587234,united kingdom
17754.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9974151159214766,407.17779791471133,united kingdom
12674.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9974142096468728,396.4581586920921,france
17183.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9974109937592196,391.0374332149311,united kingdom
17188.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9974031307676513,405.6798387345397,united kingdom
14397.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9974027234387786,433.2911017702751,united kingdom
15814.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9974005131384116,380.22324862177675,united kingdom
13495.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9973990868385819,330.6348854511304,united kingdom
14188.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9973928128149187,370.74899723968855,united kingdom
14071.0,Бюджетный,Розничный,Лучшие,B,Стандартный,0.9973925578491672,321.6857463707694,united kingdom
18230.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9973910857243968,410.43947196105313,united kingdom
12483.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9973875157844162,401.2036138851165,sweden
17469.0,Бюджетный,Розничный,Лучшие,A,Стандартный,0.9973870144675032,273.7111861790018,united kingdom
15113.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9973848383536417,471.9849446403614,united kingdom
13630.0,Бюджетный,Мелкий_опт,Лучшие,A,Стандартный,0.9973845214808096,397.4956448001486,united kingdom
12963.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9973827307093613,282.7102962950962,united kingdom
12528.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.997380647304226,275.20164603459324,germany
14235.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973773461627956,430.9284969816342,united kingdom
14621.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.997377194255647,411.0031883253294,united kingdom
17739.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973767653729795,344.0042351692951,united kingdom
16979.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9973767163787388,278.95693667433795,united kingdom
14209.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9973740899877632,271.47249166029286,united kingdom
13650.0,Бюджетный,Розничный,Лучшие,A,Высокий,0.9973740842546133,286.7431754479444,united kingdom
12670.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973740048510522,433.0579158436231,france
12704.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.997371606097823,419.05742406978476,finland
17519.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973705914915466,403.5689182814682,united kingdom
16168.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973700190025867,469.8961873328113,united kingdom
15782.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973682683951083,345.41762193019593,united kingdom
13647.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973682134630334,381.449459186181,united kingdom
17090.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973681768992044,355.42376438906194,united kingdom
13590.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973681308301358,439.8639090729466,united kingdom
14655.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973678306634831,345.0886110551431,united kingdom
17173.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973677812209949,417.5007444989458,united kingdom
18188.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973677169613084,382.68579150549164,united kingdom
14739.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973675872991333,497.9289917313052,united kingdom
14336.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,435.83131179198773,united kingdom
13305.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,403.4998370202937,united kingdom
14251.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,420.39075730681407,united kingdom
12906.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,402.49782687988017,united kingdom
12913.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,365.8527455797723,united kingdom
13183.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,476.46803459228124,united kingdom
18179.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,421.16095778732944,united kingdom
14005.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,468.80899390760163,united kingdom
14673.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,376.84001942002925,united kingdom
16169.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,409.2382247401261,united kingdom
15394.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,394.97925775054506,united kingdom
13831.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,369.42996153957864,united kingdom
12762.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,381.46689954730806,portugal
12438.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,434.07640387881725,norway
13808.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,374.0157599291095,united kingdom
17768.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,427.004321971417,united kingdom
17937.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,390.2630078323421,united kingdom
17101.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,319.5550461662025,united kingdom
13149.0,Бюджетный,Мелкий_опт,Лучшие,A,Высокий,0.9973661490991405,410.60983843522223,united kingdom
